
変数情報			
変数	位置	ラベル	欠損値
GQ03_9A	3389	w8問3(9)-1_労働形態―始業・就業時間が一定	
GQ03_9B	3390	w8問3(9)-2_労働形態―始業・就業時間が日によって違う	
GQ03_9C	3391	w8問3(9)-3_労働形態―裁量労働	
GQ03_9D	3392	w8問3(9)-4_労働形態―夜勤・当直・宿直	
GQ03_9E	3393	w8問3(9)-5_労働形態―突然の残業	
GQ03_9F	3394	w8問3(9)-6_労働形態―突然の休日出勤	
GQ03_10	3395	w8問3(10)_週あたりの所定労働時間	
GQ03_11A	3396	w8問3(11)_土曜日の仕事の頻度	
GQ03_11B	3397	w8問3(11)_日曜日の仕事の頻度	
GQ03_12	3398	w8問3(12)_労働時間希望	
GQ03_13	3399	w8問3(13)_労働組合が組織されているか	
GQ03_14	3400	w8問3(14)_労働組合に加入しているか	
GQ03_15	3401	w8問3(15)_現在の会社で当面仕事を続けるか	
GQ03_16	3402	w8問3(16)_雇用契約期間	
GQ03_16S	3403	w8問3(16)付問_雇用契約の更新	
GQ03_17	3404	w8問3(17)_勤続年数	
GQ04_1A	3405	w8問4(1)A_自分の仕事のペースを自分で決められる	
GQ04_1B	3406	w8問4(1)B_職場の仕事のやり方を自分で決められる	
GQ04_1C	3407	w8問4(1)C_部下の仕事のやり方を自分が決めている	
GQ04_1D	3408	w8問4(1)D_教育訓練を受ける機会がある	
GQ04_1E	3409	w8問4(1)E_職業能力を高める機会がある	
GQ04_1F	3410	w8問4(1)F_自分の生活の必要にあわせて仕事を調整しやすい	
GQ04_1G	3411	w8問4(1)G_今後1年間に失業（倒産）をする可能性がある	
GQ04_1H	3412	w8問4(1)H_仕事の内容が面白い	
GQ04_1I	3413	w8問4(1)I_正規の社員･職員としての報酬と権利が与えられている	
GQ04_2	3414	w8問4(2)_仕事仲間からのアドバイス	
GQ04_3A	3415	w8問4(3)-1_ほぼ毎日残業	
GQ04_3B	3416	w8問4(3)-2_社員数が恒常的に不足	
GQ04_3C	3417	w8問4(3)-3_いつも締め切りに追われている	
GQ04_3D	3418	w8問4(3)-4_互いに助け合う雰囲気	
GQ04_3E	3419	w8問4(3)-5_一人ひとりが行う仕事が多い	
GQ04_3F	3420	w8問4(3)-6_連携しながら行う仕事が多い	
GQ04_3G	3421	w8問4(3)-7_先輩が後輩を指導する雰囲気	
GQ04_3H	3422	w8問4(3)-8_社員の希望で移動できる仕組み	
GQ04_3I	3423	w8問4(3)-9_若手社員の相談相手を決めている	
GQ04_3J	3424	w8問4(3)-10_将来の仕事について相談できる機会	
GQ04_3K	3425	w8問4(3)-11_正社員でない人が多い	
GQ04_3L	3426	w8問4(3)-12_女性が多い	
GQ04_3M	3427	w8問4(3)-13_男女の別なく活躍できる	
GQ04_3N	3428	w8問4(3)-14_いずれもあてはまらない	
GQ04_4	3429	w8問4(4)_仕事の習熟期間	
GQ05	3430	w8問5_この１年の勤め先の変化	
GQ05_2A	3431	w8問5付問2-1_勤め先変化の理由―会社の倒産・廃業・人員整理	
GQ05_2B	3432	w8問5付問2-2_勤め先変化の理由―契約期間の終了	
GQ05_2C	3433	w8問5付問2-3_勤め先変化の理由―家庭の事情（結婚、育児、介護など）	
GQ05_2D	3434	w8問5付問2-4_勤め先変化の理由―健康上の理由	
GQ05_2E	3435	w8問5付問2-5_勤め先変化の理由―労働時間（残業・休日出勤など）に不満	
GQ05_2F	3436	w8問5付問2-6_勤め先変化の理由―給与・賃金に不満	
GQ05_2G	3437	w8問5付問2-7_勤め先変化の理由―仕事がきつい・ストレスが大きいため	
GQ05_2H	3438	w8問5付問2-8_勤め先変化の理由―職場の人間関係に対する不満	
GQ05_2I	3439	w8問5付問2-9_勤め先変化の理由―昇進やキャリアに将来性がないから	
GQ05_2J	3440	w8問5付問2-10_勤め先変化の理由―家業を継ぐため	
GQ05_2K	3441	w8問5付問2-11_勤め先変化の理由―よい仕事がみつかったから	
GQ05_2L	3442	w8問5付問2-12_勤め先変化の理由―その他	
GQ05_2M	3443	w8問5付問2-13_勤め先変化の理由―勤め先をやめたり変えたりしていない	
GQ06	3444	w8問6_この1年間で職業訓練･自己啓発したか	
GQ06_1A	3445	w8問6付問1-1_職業訓練―勤め先での研修	
GQ06_1B	3446	w8問6付問1-2_職業訓練―学校(大学･専門学校等)の講座の受講	
GQ06_1C	3447	w8問6付問1-3_職業訓練―講習会･セミナー･研修会への参加	
GQ06_1D	3448	w8問6付問1-4_職業訓練―通信教育の受講	
GQ06_1E	3449	w8問6付問1-5_職業訓練―その他	
GQ06_1F	3450	w8問6付問1-6_職業訓練―勤め先の指示で行ったものはない･勤めていない	
GQ06_2A	3451	w8問6付問2-1_自己啓発―学校(大学･専門学校等)の講座の受講	
GQ06_2B	3452	w8問6付問2-2_自己啓発―講習会･セミナー･研修会への参加	
GQ06_2C	3453	w8問6付問2-3_自己啓発―通信教育の受講	
GQ06_2D	3454	w8問6付問2-4_自己啓発―自学･自習	
GQ06_2E	3455	w8問6付問2-5_自己啓発―その他	
GQ06_2F	3456	w8問6付問2-6_自己啓発―自発的に行ったものはない	
GQ07	3457	w8問7_専門学校以上への通学（この1年間）	
GQ07A	3458	w8問7付問_この1年間に通った学校＿設置者	
GQ07C	3459	w8問7付問_この1年間に通った学校＿学部学科	
GQ07D	3460	w8問7付問_この1年間に通った学校＿課程	
GQ07E	3461	w8問7付問_この1年間に通った学校＿入学年	
GQ07F	3462	w8問7付問_この1年間に通った学校＿卒業年	
GQ07G	3463	w8問7付問_この1年間に通った学校＿卒業中退	
GQ08A	3464	w8問8A_起床する	
GQ08AX	3465	w8問8A_起床する時間（午前午後）	8, 9
GQ08AY	3466	w8問8A_起床する時間（時）	88, 99
GQ08AZ	3467	w8問8A_起床する時間（分）	88, 99
gq08a24	3468	w8問8A_起床する（24時制）	88, 99
GQ08B	3469	w8問8B_家を出る	
GQ08BX	3470	w8問8B_家を出る時間（午前午後）	8, 9
GQ08BY	3471	w8問8B_家を出る時間（時）	88, 99
GQ08BZ	3472	w8問8B_家を出る時間（分）	88, 99
gq08b24	3473	w8問8B_家を出る（24時制）	88, 99
gq08b48	3474	w8問8B_家を出る（48時制）	88, 99
GQ08C	3475	w8問8C_家に帰ってくる	
GQ08CX	3476	w8問8C_家に帰ってくる時間（午前午後）	8, 9
GQ08CY	3477	w8問8C_家に帰ってくる時間（時）	88, 99
GQ08CZ	3478	w8問8C_家に帰ってくる時間（分）	88, 99
gq08c24	3479	w8問8C_家に帰ってくる（24時制）	88, 99
gq08c48	3480	w8問8C_家に帰ってくる（48時制）	88, 99
GQ08D	3481	w8問8D_就寝する	
GQ08DX	3482	w8問8D_就寝する時間（午前午後）	8, 9
GQ08DY	3483	w8問8D_就寝する時間（時）	88, 99
GQ08DZ	3484	w8問8D_就寝する時間（分）	88, 99
gq08d24	3485	w8問8D_就寝する（24時制）	88, 99
gq08d48	3486	w8問8D_就寝する（48時制）	88, 99
GQ09ADH	3487	w8問9A_平日の家事（時間）	
GQ09ADM	3488	w8問9A_平日の家事（分）	
GQ09AHH	3489	w8問9A_休日の家事（時間）	
GQ09AHM	3490	w8問9A_休日の家事（分）	
GQ09BDH	3491	w8問9B_平日の育児（時間）	
GQ09BDM	3492	w8問9B_平日の育児（分）	
GQ09BHH	3493	w8問9B_休日の育児（時間）	
GQ09BHM	3494	w8問9B_休日の育児（分）	
GQ09CDH	3495	w8問9C_平日の学習・勉強（時間）	
GQ09CDM	3496	w8問9C_平日の学習・勉強（分）	
GQ09CHH	3497	w8問9C_休日の学習・勉強（時間）	
GQ09CHM	3498	w8問9C_休日の学習・勉強（分）	
GQ09DDH	3499	w8問9D_平日の趣味・娯楽（時間）	
GQ09DDM	3500	w8問9D_平日の趣味・娯楽（分）	
GQ09DHH	3501	w8問9D_休日の趣味・娯楽（時間）	
GQ09DHM	3502	w8問9D_休日の趣味・娯楽（分）	
GQ10A	3503	w8問10A_この1年間の頻度―美術館や博物館に行く	
GQ10B	3504	w8問10B_この1年間の頻度―カラオケをする	
GQ10C	3505	w8問10C_この1年間の頻度―パチンコをする	
GQ10D	3506	w8問10D_この1年間の頻度―図書館へ行く	
GQ10E	3507	w8問10E_この1年間の頻度―小説や歴史などの本を読む	
GQ10F	3508	w8問10F_この1年間の頻度―スポーツ新聞や女性週刊誌を読む	
GQ10G	3509	w8問10G_この1年間の頻度―ボランティア活動をする	
GQ11A	3510	w8問11A_ふだんの生活での頻度―運動	
GQ11B	3511	w8問11B_ふだんの生活での頻度―1日に3食を食べる	
GQ11C	3512	w8問11C_ふだんの生活での頻度―栄養バランスの取れた食事を取る	
GQ11D	3513	w8問11D_ふだんの生活での頻度―カップ麺やファーストフードを食べる	
GQ11E	3514	w8問11E_ふだんの生活での頻度―外食	
GQ11F	3515	w8問11F_ふだんの生活での頻度―食事の用意	
GQ11G	3516	w8問11G_ふだんの生活での頻度―洗濯	
GQ11H	3517	w8問11H_ふだんの生活での頻度―家の掃除	
GQ11I	3518	w8問11I_ふだんの生活での頻度―日用品・食料品の買い物	
GQ11J	3519	w8問11J_ふだんの生活での頻度―友人・恋人（配偶者は除く）と食事をする	
GQ11K	3520	w8問11K_ふだんの生活での頻度―友人・恋人（配偶者は除く）と話をする	
GQ11L	3521	w8問11L_ふだんの生活での頻度―インターネットを利用する（仕事以外で）	
GQ11M	3522	w8問11M_ふだんの生活での頻度―習い事	
GQ11N	3523	w8問11N_ふだんの生活での頻度―子どもと遊ぶ（子どものいる方のみ）	
GQ11O	3524	w8問11O_ふだんの生活での頻度―介護（仕事以外で）	
GQ12	3525	w8問12_子どもの有無	
GQ12S	3526	w8問12付問_子どもの人数	
GQ12_1A	3527	w8問12付問_1人目・生まれ―元号	
GQ12_1B	3528	w8問12付問_1人目・生まれ―年	
GQ12_1C	3529	w8問12付問_1人目･性別	
GQ12_1D	3530	w8問12付問_1人目･住まい	
GQ12_1E	3531	w8問12付問_1人目･在学中	
GQ12_1F	3532	w8問12付問_1人目･仕事の有無	
GQ12_1G	3533	w8問12付問_1人目･希望学校段階	
GQ12_2A	3534	w8問12付問_2人目・生まれ―元号	
GQ12_2B	3535	w8問12付問_2人目・生まれ―年	
GQ12_2C	3536	w8問12付問_2人目･性別	
GQ12_2D	3537	w8問12付問_2人目･住まい	
GQ12_2E	3538	w8問12付問_2人目･在学中	
GQ12_2F	3539	w8問12付問_2人目･仕事の有無	
GQ12_2G	3540	w8問12付問_2人目･希望学校段階	
GQ12_3A	3541	w8問12付問_3人目・生まれ―元号	
GQ12_3B	3542	w8問12付問_3人目・生まれ―年	
GQ12_3C	3543	w8問12付問_3人目･性別	
GQ12_3D	3544	w8問12付問_3人目･住まい	
GQ12_3E	3545	w8問12付問_3人目･在学中	
GQ12_3F	3546	w8問12付問_3人目･仕事の有無	
GQ12_3G	3547	w8問12付問_3人目･希望学校段階	
GQ12_4A	3548	w8問12付問_4人目・生まれ―元号	
GQ12_4B	3549	w8問12付問_4人目・生まれ―年	
GQ12_4C	3550	w8問12付問_4人目･性別	
GQ12_4D	3551	w8問12付問_4人目･住まい	
GQ12_4E	3552	w8問12付問_4人目･在学中	
GQ12_4F	3553	w8問12付問_4人目･仕事の有無	
GQ12_4G	3554	w8問12付問_4人目･希望学校段階	
GQ12_5A	3555	w8問12付問_5人目・生まれ―元号	
GQ12_5B	3556	w8問12付問_5人目・生まれ―年	
GQ12_5C	3557	w8問12付問_5人目･性別	
GQ12_5D	3558	w8問12付問_5人目･住まい	
GQ12_5E	3559	w8問12付問_5人目･在学中	
GQ12_5F	3560	w8問12付問_5人目･仕事の有無	
GQ12_5G	3561	w8問12付問_5人目･希望学校段階	
GQ12_6A	3562	w8問12付問_6人目・生まれ―元号	
GQ12_6B	3563	w8問12付問_6人目・生まれ―年	
GQ12_6C	3564	w8問12付問_6人目･性別	
GQ12_6D	3565	w8問12付問_6人目･住まい	
GQ12_6E	3566	w8問12付問_6人目･在学中	
GQ12_6F	3567	w8問12付問_6人目･仕事の有無	
GQ12_6G	3568	w8問12付問_6人目･希望学校段階	
GQ12_7A	3569	w8問12付問_7人目・生まれ―元号	
GQ12_7B	3570	w8問12付問_7人目・生まれ―年	
GQ12_7C	3571	w8問12付問_7人目･性別	
GQ12_7D	3572	w8問12付問_7人目･住まい	
GQ12_7E	3573	w8問12付問_7人目･在学中	
GQ12_7F	3574	w8問12付問_7人目･仕事の有無	
GQ12_7G	3575	w8問12付問_7人目･希望学校段階	
GQ12_8A	3576	w8問12付問_8人目・生まれ―元号	
GQ12_8B	3577	w8問12付問_8人目・生まれ―年	
GQ12_8C	3578	w8問12付問_8人目･性別	
GQ12_8D	3579	w8問12付問_8人目･住まい	
GQ12_8E	3580	w8問12付問_8人目･在学中	
GQ12_8F	3581	w8問12付問_8人目･仕事の有無	
GQ12_8G	3582	w8問12付問_8人目･希望学校段階	
GQ13_1	3583	w8問13(1)_同居している人数（本人含む）	
GQ13_2A	3584	w8問13(2)-0_一人暮らし	
GQ13_2B	3585	w8問13(2)-1_配偶者（あなたの夫または妻）	
GQ13_2C	3586	w8問13(2)-2_恋人	
GQ13_2D	3587	w8問13(2)-3_息子	
GQ13_2E	3588	w8問13(2)-4_娘	
GQ13_2F	3589	w8問13(2)-5_子どもの配偶者	
GQ13_2G	3590	w8問13(2)-6_孫	
GQ13_2H	3591	w8問13(2)-7_あなたの父親	
GQ13_2I	3592	w8問13(2)-8_あなたの母親	
GQ13_2J	3593	w8問13(2)-9_配偶者の父親	
GQ13_2K	3594	w8問13(2)-10_配偶者の母親	
GQ13_2L	3595	w8問13(2)-11_あなたの祖父	
GQ13_2M	3596	w8問13(2)-12_あなたの祖母	
GQ13_2N	3597	w8問13(2)-13_配偶者の祖父母	
GQ13_2O	3598	w8問13(2)-14_あなたの兄弟姉妹	
GQ13_2P	3599	w8問13(2)-15_配偶者の兄弟姉妹	
GQ13_2Q	3600	w8問13(2)-16_その他	
gq13_2s	3601	w8問13(2)-17_その他親戚	
gq13_2t	3602	w8問13(2)-18_親戚以外	
GQ13_3	3603	w8問13(3)_もう1人子どもが欲しいか	
GQ14_1	3604	w8問14-1_この1年間の経験―自分が離婚した	
GQ14_2	3605	w8問14-2_この1年間の経験―父が亡くなった	
GQ14_3	3606	w8問14-3_この1年間の経験―母が亡くなった	
GQ14_4	3607	この1年間の経験―自分が引っ越しをした	
GQ14_5	3608	w8問14-5_この1年間の経験―自分が産休･育休を取った	
GQ14_6	3609	w8問14-6_この1年間の経験―配偶者(あなたの夫または妻)が産休･育休を取った	
GQ14_7	3610	この1年間の経験―配偶者(あなたの夫または妻)が亡くなった	
GQ14_8	3611	w8問14-8_この1年間の経験―どれもなかった	
GQ15	3612	w8問15_自分の健康状態	
GQ16	3613	w8問16_過去1年間、病気や怪我により活動ができなかった日の有無	
GQ16S	3614	w8問16_過去1年間、病気や怪我により活動ができなかった日数	
GQ17A	3615	w8問17_過去1年間の歯科通院日数	
GQ17B	3616	w8問17_過去1年間の通院（歯科除く）日数	
GQ17C	3617	w8問17_過去1年間の入院日数	
GQ18A	3618	w8問18A_過去1ヶ月間―かなり神経質であったこと	
GQ18B	3619	w8問18B_過去1ヶ月間―どうにもならないくらい気分が落ち込んでいたこと	
GQ18C	3620	w8問18C_過去1ヶ月間―落ち着いていておだやかな気分であったこと	
GQ18D	3621	w8問18D_過去1ヶ月間―落ち込んで、憂鬱な気分であったこと	
GQ18E	3622	w8問18E_過去1ヶ月間―楽しい気分であったこと	
GQ18F	3623	w8問18F_過去1ヶ月間―健康上の理由で、家事や仕事などが制限されたこと	
GQ19A	3624	w8問19A_現在の満足度―仕事	
GQ19B	3625	w8問19B_現在の満足度―結婚生活	
GQ19C	3626	w8問19C_現在の満足度―友人関係	
GQ19D	3627	w8問19D_現在の満足度―あなたの親との関係	
GQ19E	3628	w8問19E_現在の満足度―あなたの子との関係	
GQ19F	3629	w8問19F_現在の満足度―生活全般	
GQ20A	3630	w8問20A_自分のやりたい仕事ははっきりしている	
GQ20B	3631	w8問20B_自分の職業能力を向上させたいと思う	
GQ20C	3632	w8問20C_将来よりも今の生活を楽しみたいと思う	
GQ20D	3633	w8問20D_社会でうまくやっていけるか不安だ	
GQ20E	3634	w8問20E_友だちから悩み事を打ち明けられることが多い	
GQ20F	3635	w8問20F_やりたくない仕事にはつきたくない	
GQ21	3636	w8問21_現在の暮らしむき	
