
変数情報			
変数	位置	ラベル	欠損値
GQ32	1999	w8問32_政治上の出来事への関心	
GQ33	2000	w8問33_参議院比例代表投票先政党(2013年7月）	
GQ34A	2001	w8問34A_自民党への感情	
GQ34B	2002	w8問34B_民主党への感情	
GQ34C	2003	w8問34C_公明党への感情	
GQ34D	2004	w8問34D_共産党への感情	
GQ34E	2005	w8問34E_社民党への感情	
GQ34F	2006	w8問34F_日本維新の会への感情	
GQ34G	2007	w8問34G_みんなの党への感情	
GQ34H	2008	w8問34H_日本への感情	
GQ34I	2009	w8問34I_アメリカ合衆国への感情	
GQ34J	2010	w8問34J_中国（中華人民共和国）への感情	
GQ35_1	2011	w8問35(1)_衆議院比例代表投票先政党(仮定投票）	
GQ35_2	2012	w8問35(2)_上記の選挙で投票に行くか	
GQ36A	2013	w8問36_過去1年間の収入―本人	
GQ36B	2014	w8問36_過去1年間の収入―配偶者	
GQ36C	2015	w8問36_過去1年間の収入―世帯全体	
GQ37_A	2016	w8問37-1_世帯の収入源―賃金・給料	
GQ37_B	2017	w8問37-2_世帯の収入源―農林漁業からの事業収入	
GQ37_C	2018	w8問37-3_世帯の収入源―農林漁業以外の事業収入	
GQ37_D	2019	w8問37-4_世帯の収入源―内職収入	
GQ37_E	2020	w8問37-5_世帯の収入源―家賃・地代	
GQ37_F	2021	w8問37-6_世帯の収入源―利子・配当	
GQ37_G	2022	w8問37-7_世帯の収入源―仕送り	
GQ37_H	2023	w8問37-8_世帯の収入源―年金（除く障害年金）・恩給	
GQ37_I	2024	w8問37-9_世帯の収入源―障害年金	
GQ37_J	2025	w8問37-10_世帯の収入源―雇用保険（失業等給付）	
GQ37_K	2026	w8問37-11_世帯の収入源―生活保護	
GQ37_L	2027	w8問37-12_世帯の収入源―児童扶養手当	
GQ37_M	2028	w8問37-13_世帯の収入源―その他	
GQ38	2029	w8問38_世帯で所有している資産の総額	
GQ39	2030	w8問39_現在の住居の形態	
GQ39_A	2031	w8問39付問-1_持家の所有者―本人	
GQ39_B	2032	w8問39付問-2_持家の所有者―配偶者	
GQ39_C	2033	w8問39付問-3_持家の所有者―父または母	
GQ39_D	2034	w8問39付問-4_持家の所有者―配偶者の父または母	
GQ39_E	2035	w8問39付問-5_持家の所有者―その他	
GQ40	2036	w8問40_住居費・ローンを自分で支払っているか	
GQ40S	2037	w8問40_住居費・ローンの月当たり支払額（千円）	
GQ41	2038	w8問41_資産の相続・贈与の有無	
GQ41S	2039	w8問41付問_相続・贈与された財産の合計金額	
GQ42_A	2040	w8問42-1_自宅にあるもの―風呂	
GQ42_B	2041	w8問42-2_自宅にあるもの―子供部屋	
GQ42_C	2042	w8問42-3_自宅にあるもの―ピアノ	
GQ42_D	2043	w8問42-4_自宅にあるもの―冷蔵庫	
GQ42_E	2044	w8問42-5_自宅にあるもの―食器洗い機	
GQ42_F	2045	w8問42-6_自宅にあるもの―温水洗浄便座	
GQ42_G	2046	w8問42-7_自宅にあるもの―クーラー･エアコン	
GQ42_H	2047	w8問42-8_自宅にあるもの―空気清浄機	
GQ42_I	2048	w8問42-9_自宅にあるもの―電話（携帯電話・PHS含む）	
GQ42_J	2049	w8問42-10_自宅にあるもの―DVDレコーダー	
GQ42_K	2050	w8問42-11_自宅にあるもの―衛星放送・ケーブルテレビ	
GQ42_L	2051	w8問42-12_自宅にあるもの―高速インターネット回線	
GQ42_M	2052	w8問42-13_自宅にあるもの―パソコン･ワープロ	
GQ42_N	2053	w8問42-14_自宅にあるもの―スポーツ会員権（ゴルフ･テニス等）	
GQ42_O	2054	w8問42-15_自宅にあるもの―文学全集・図鑑	
GQ42_P	2055	w8問42-16_自宅にあるもの―美術品・骨董品	
GQ42_Q	2056	w8問42-17_自宅にあるもの―株券または債券	
GQ42_R	2057	w8問42-18_自宅にあるもの―乗用車	
GQ42_S	2058	w8問42-19_自宅にあるもの―別荘	
GQ42_T	2059	w8問42-20_自宅にあるもの―田畑（家庭菜園は除く）	
GQ42_U	2060	w8問42-21_自宅にあるもの―どれもない	
GQ43	2061	w8問43_婚姻状態	
GQ44_1	2062	w8問44(1)_配偶者職・働き方	
GQ44_2	2063	w8問44(2)_配偶者職・職業―大分類(プリコード)	
gq44_2c	2064	w8問44(2)_配偶者職・職業―小分類（07版）	
gq44_2l	2065	w8問44(2)_配偶者職・職業―大分類（アフターコード）	
GQ44_3	2066	w8問44(3)_配偶者職・役職	
GQ44_4A	2067	w8問44(4)A_配偶者職・従事時間（1日あたり）	
GQ44_4M	2068	w8問44(4)B_配偶者職・従事日数（月あたり）	
GQ44_4X	2069	w8問44(4)C_配偶者職・家に帰ってくる時間	
GQ44_4Y	2070	w8問44(4)C_配偶者職・家に帰ってくる時間―時	
GQ44_4Z	2071	w8問44(4)C_配偶者職・家に帰ってくる時間―分	
GQ44_5	2072	w8問44(5)_配偶者職・企業規模	
GQ45A	2073	w8問45A_頻度―配偶者が食事の用意	
GQ45B	2074	w8問45B_頻度―配偶者が洗濯	
GQ45C	2075	w8問45C_頻度―配偶者が家の掃除	
GQ45D	2076	w8問45D_頻度―配偶者が日用品・食料品の買い物	
GQ45E	2077	w8問45E_頻度―夫婦で一緒に食事をする	
GQ45F	2078	w8問45F_頻度―夫婦で話をする	
GQ45G	2079	w8問45G_頻度―子どもと遊ぶ（子どものいる方のみ）	
GQ46	2080	w8問46_婚前同棲期間の有無	
GQ46Y	2081	w8問46_婚前同棲期間（年）	
GQ46M	2082	w8問46_婚前同棲期間（月）	
GQ47	2083	w8問47_婚姻届出の有無	
GQ48A	2084	w8問48_配偶者の生まれ―元号	
GQ48Y	2085	w8問48_配偶者の生まれ―年	
GQ48M	2086	w8問48_配偶者の生まれ―月	
GQ49	2087	w8問49_配偶者の最後に通ったまたは通学中の学校	
GQ50_1AA	2088	w8問50(1)_配偶者との交際開始時―元号	
GQ50_1AY	2089	w8問50(1)_配偶者との交際開始時―年	
GQ50_1AM	2090	w8問50(1)_配偶者との交際開始時―月	
GQ50_1BA	2091	w8問50(1)_結婚時―元号	
GQ50_1BY	2092	w8問50(1)_結婚時―年	
GQ50_1BM	2093	w8問50(1)_結婚時―月	
GQ50_2A	2094	w8問50(2)-1_配偶者と知り合ったきっかけ―親・きょうだいの紹介で	
GQ50_2B	2095	w8問50(2)-2_配偶者と知り合ったきっかけ―親・きょうだい以外の親族の紹介で	
GQ50_2C	2096	w8問50(2)-3_配偶者と知り合ったきっかけ―友人・知人・幼なじみの紹介で	
GQ50_2D	2097	w8問50(2)-4_配偶者と知り合ったきっかけ―職場の同僚・上司の紹介で	
GQ50_2E	2098	w8問50(2)-5_配偶者と知り合ったきっかけ―職場で	
GQ50_2F	2099	w8問50(2)-6_配偶者と知り合ったきっかけ―学校での授業・部活・サークル活動で	
GQ50_2G	2100	w8問50(2)-7_配偶者と知り合ったきっかけ―アルバイト先で	
GQ50_2H	2101	w8問50(2)-8_配偶者と知り合ったきっかけ―趣味・習い事で	
GQ50_2I	2102	w8問50(2)-9_配偶者と知り合ったきっかけ―合コンで	
GQ50_2J	2103	w8問50(2)-10_配偶者と知り合ったきっかけ―お見合いで	
GQ50_2K	2104	w8問50(2)-11_配偶者と知り合ったきっかけ―お見合いパーティーで	
GQ50_2L	2105	w8問50(2)-12_配偶者と知り合ったきっかけ―インターネット・携帯を通して	
GQ50_2M	2106	w8問50(2)-13_配偶者と知り合ったきっかけ―街中や旅先で	
GQ50_2N	2107	w8問50(2)-14_配偶者と知り合ったきっかけ―結婚相談所や結婚仲介サービスで	
GQ50_2O	2108	w8問50(2)-15_配偶者と知り合ったきっかけ―その他	
GQ51	2109	w8問51_結婚についてどのように考えているか	
GQ52_1	2110	w8問52(1)_よく話をする異性の数	
GQ52_2	2111	w8問52(2)_交際してみたい異性と出会うきっかけ	
GQ52_3A	2112	w8問52(3)-1_この1年間に交際してみたい異性と出会うためにやったこと―親・きょうだいに紹介を依頼	
GQ52_3B	2113	w8問52(3)-2_この1年間に交際してみたい異性と出会うためにやったこと―親・きょうだい以外の親族に紹介を依頼	
GQ52_3C	2114	w8問52(3)-3_この1年間に交際してみたい異性と出会うためにやったこと―友人・知人・幼なじみに紹介を依頼	
GQ52_3D	2115	w8問52(3)-4_この1年間に交際してみたい異性と出会うためにやったこと―職場・アルバイト先の同僚・上司に紹介を依頼	
GQ52_3E	2116	w8問52(3)-5_この1年間に交際してみたい異性と出会うためにやったこと―学校の授業・部活・サークル活動などに参加	
GQ52_3F	2117	w8問52(3)-6_この1年間に交際してみたい異性と出会うためにやったこと―趣味・習い事に参加	
GQ52_3G	2118	w8問52(3)-7_この1年間に交際してみたい異性と出会うためにやったこと―合コンに参加	
GQ52_3H	2119	w8問52(3)-8_この1年間に交際してみたい異性と出会うためにやったこと―お見合いに参加	
GQ52_3I	2120	w8問52(3)-9_この1年間に交際してみたい異性と出会うためにやったこと―お見合いパーティーに参加	
GQ52_3J	2121	w8問52(3)-10_この1年間に交際してみたい異性と出会うためにやったこと―インターネット・携帯を通してさがす	
GQ52_3K	2122	w8問52(3)-11_この1年間に交際してみたい異性と出会うためにやったこと―街中や旅先で声をかける	
GQ52_3L	2123	w8問52(3)-12_この1年間に交際してみたい異性と出会うためにやったこと―結婚相談所や結婚仲介サービスに登録	
GQ52_3M	2124	w8問52(3)-13_この1年間に交際してみたい異性と出会うためにやったこと―その他	
GQ52_3N	2125	w8問52(3)-14_この1年間に交際してみたい異性と出会うためにやったこと―特にない	
GQ53	2126	w8問53_同棲経験はあるか	
GQ53Y	2127	w8問53_同棲経験期間―年	
GQ53M	2128	w8問53_同棲経験期間―月	
GQ54	2129	w8問54_現在交際している人はいるか	
GQ55_1Y	2130	w8問55(1)_交際期間―年	
GQ55_1M	2131	w8問55(1)_交際期間―月	
GQ55_2A	2132	w8問55(2)-1_婚約者・交際相手と知り合ったきっかけ―親・きょうだいの紹介で	
GQ55_2B	2133	w8問55(2)-2_婚約者・交際相手と知り合ったきっかけ―親・きょうだい以外の親族の紹介で	
GQ55_2C	2134	w8問55(2)-3_婚約者・交際相手と知り合ったきっかけ―友人・知人・幼なじみの紹介で	
GQ55_2D	2135	w8問55(2)-4_婚約者・交際相手と知り合ったきっかけ―職場の同僚・上司の紹介で	
GQ55_2E	2136	w8問55(2)-5_婚約者・交際相手と知り合ったきっかけ―職場で	
GQ55_2F	2137	w8問55(2)-6_婚約者・交際相手と知り合ったきっかけ―学校での授業・部活・サークル活動で	
GQ55_2G	2138	w8問55(2)-7_婚約者・交際相手と知り合ったきっかけ―アルバイト先で	
GQ55_2H	2139	w8問55(2)-8_婚約者・交際相手と知り合ったきっかけ―趣味・習い事で	
GQ55_2I	2140	w8問55(2)-9_婚約者・交際相手と知り合ったきっかけ―合コンで	
GQ55_2J	2141	w8問55(2)-10_婚約者・交際相手と知り合ったきっかけ―お見合いで	
GQ55_2K	2142	w8問55(2)-11_婚約者・交際相手と知り合ったきっかけ―お見合いパーティーで	
GQ55_2L	2143	w8問55(2)-12_婚約者・交際相手と知り合ったきっかけ―インターネット・携帯を通して	
GQ55_2M	2144	w8問55(2)-13_婚約者・交際相手と知り合ったきっかけ―街中や旅先で	
GQ55_2N	2145	w8問55(2)-14_婚約者・交際相手と知り合ったきっかけ―結婚相談所や結婚仲介サービスで	
GQ55_2O	2146	w8問55(2)-15_婚約者・交際相手と知り合ったきっかけ―その他	
GQ55_3	2147	w8問55(3)_婚約者・交際相手最終学歴	
GQ56_A	2148	w8問56-1_現在独身でいる理由―結婚するにはまだ若すぎるから	
GQ56_B	2149	w8問56-2_現在独身でいる理由―結婚するには年をとりすぎているから	
GQ56_C	2150	w8問56-3_現在独身でいる理由―結婚する必要性をまだかんじないから	
GQ56_D	2151	w8問56-4_現在独身でいる理由―今は、仕事（または学業）にうちこみたいから	
GQ56_E	2152	w8問56-5_現在独身でいる理由―今は、趣味や娯楽を楽しみたいから	
GQ56_F	2153	w8問56-6_現在独身でいる理由―適当な相手にまだめぐり会わないから	
GQ56_G	2154	w8問56-7_現在独身でいる理由―独身の自由さや気楽さを失いたくないから	
GQ56_H	2155	w8問56-8_現在独身でいる理由―家の居心地がいいから	
GQ56_I	2156	w8問56-9_現在独身でいる理由―異性とつきあう時間がないから	
GQ56_J	2157	w8問56-10_現在独身でいる理由―異性とうまくつきあえないから	
GQ56_K	2158	w8問56-11_現在独身でいる理由―結婚後の経済状況に不安があるから	
GQ56_L	2159	w8問56-12_現在独身でいる理由―現在の交際をもっと深めたいから	
GQ56_M	2160	w8問56-13_現在独身でいる理由―現在の交際相手との結婚を決めるタイミング、きっかけがないから	
GQ56_N	2161	w8問56-14_現在独身でいる理由―交際相手が結婚を望んでいないから	
GQ56_O	2162	w8問56-15_現在独身でいる理由―結婚資金が足りないから	
GQ56_P	2163	w8問56-16_現在独身でいる理由―親や周囲が結婚に同意しないから	
GQ56_Q	2164	w8問56-17_現在独身でいる理由―結婚後の生活全般に不安があるから	
GQ56_R	2165	w8問56-18_現在独身でいる理由―その他	
GQ56_S	2166	w8問56-19_現在独身でいる理由―現在の交際相手ともうすぐ結婚する予定	
GQ57_A	2167	w8問57-1_10年後の働き方―正社員・正職員として働いていたい	
GQ57_B	2168	w8問57-2_10年後の働き方―自分で事業をおこしていたい	
GQ57_C	2169	w8問57-3_10年後の働き方―親の家業を継いでいたい	
GQ57_D	2170	w8問57-4_10年後の働き方―独立して一人で仕事をしていたい	
GQ57_E	2171	w8問57-5_10年後の働き方―アルバイトやパートで働いていたい	
GQ57_F	2172	w8問57-6_10年後の働き方―専業主婦・主夫でいたい	
GQ57_G	2173	w8問57-7_10年後の働き方―働かないでいたい	
GQ57_H	2174	w8問57-8_10年後の働き方―その他	
GQ57_I	2175	w8問57-10_10年後の働き方―わからない	
gq57_j	2176	w8問57-10_10年後の働き方―現在の仕事・働き方を続けたい	
gq57_k	2177	w8問57-11_10年後の働き方―現在の事業を大きくしたい	
gq57_l	2178	w8問57-12_10年後の働き方―夫の仕事を手伝いたい・夫婦で仕事がしたい	
gq57_m	2179	w8問57-13_10年後の働き方―好きなこと・やりたいことを仕事にしたい	
gq57_n	2180	w8問57-14_10年後の働き方―雇用形態にこだわりなく働いていたい	
GQ58A	2181	w8問58A_父方の祖父の学歴	
GQ58B	2182	w8問58B_父方の祖母の学歴	
GQ58C	2183	w8問58C_母方の祖父の学歴	
GQ58D	2184	w8問58D_母方の祖母の学歴	
HQSURVEY	2185	w9回答	
HQBLOCK	2186	w9 対象者居住地・地域	
HQSIZE	2187	w9 対象者居住地・都市規模	
HQ02	2188	w9問2_就業状況	
HQ02_1	2189	w9問2付問1_通学か家事か	
HQ02_2	2190	w9問2付問2_収入になる仕事をしたいか	
HQ03_1	2191	w9問3(1)_現職・働き方	
HQ03_2	2192	w9問3(2)_現職・職業―大分類(プリコード)	
hq03_2c	2193	w9問3(2)_現職・職業_小分類（07版）	
hq03_2l	2194	w9問3(2)_現職・職業_大分類（アフターコード）	
HQ03_3	2195	w9問3(3)_現職・役職	
HQ03_41	2196	w9問3(4)A_現職・従事時間（1日あたり）	88, 99
HQ03_4M	2197	w9問3(4)B_現職・従事日数（月あたり）	88, 99
HQ03_5A	2198	w9問3(5)-1_現職・収入の形態―時給	
HQ03_5B	2199	w9問3(5)-2_現職・収入の形態―日給	
HQ03_5C	2200	w9問3(5)-3_現職・収入の形態―週給	
HQ03_5D	2201	w9問3(5)-4_現職・収入の形態―月給	
HQ03_5E	2202	w9問3(5)-5_現職・収入の形態―年俸	
HQ03_5F	2203	w9問3(5)-6_現職・収入の形態―その他	
HQ03_5AS	2204	w9問3(5)-1_現職・収入の金額―時給	888888, 999999
HQ03_5BS	2205	w9問3(5)-2_現職・収入の金額―日給	8888888, 9999999
